hours_studied,attendance,parent_education,extra_activities,course_done,course_score,ct,st1,st2,put,final_grade
1.8,54.9,graduate,no,no,0.0,6.5,72.5,55.9,91.3,63.2
2.2,61.2,master,no,no,0.0,4.6,78.8,33.1,26.1,39.0
1.2,52.7,high_school,no,no,0.0,5.3,88.9,50.0,86.7,62.3
4.1,93.5,graduate,yes,no,0.0,1.4,99.2,34.3,98.7,64.4
8.6,59.0,high_school,no,yes,60.2,2.7,33.3,98.7,31.3,51.8
7.6,58.4,graduate,no,no,0.0,6.3,78.5,78.0,12.9,48.2
4.0,98.3,none,yes,yes,95.7,7.6,3.8,19.9,37.3,40.0
5.3,50.9,high_school,yes,yes,75.3,5.9,22.6,87.7,31.2,50.0
1.7,91.2,master,no,no,0.0,8.9,45.6,52.0,52.4,49.6
10.0,67.1,none,no,no,0.0,0.2,75.0,16.5,90.7,54.1
2.2,99.2,graduate,yes,yes,75.0,6.4,59.0,16.9,36.7,46.1
7.7,81.2,high_school,yes,no,0.0,4.4,65.4,2.0,69.0,46.5
1.2,62.6,graduate,yes,yes,86.5,2.7,69.5,63.0,30.1,50.6
6.1,56.9,high_school,yes,yes,91.1,8.3,28.3,78.5,49.8,59.6
9.7,67.9,none,no,no,0.0,3.3,16.0,54.8,91.0,53.0
0.0,83.6,high_school,no,yes,96.2,6.4,14.9,9.0,51.2,40.3
4.6,98.9,master,no,no,0.0,3.6,5.0,81.3,87.4,54.3
6.8,71.3,high_school,yes,yes,86.5,1.7,85.1,89.0,1.0,52.4
3.6,71.9,master,yes,no,0.0,9.6,37.3,34.3,11.4,32.7
2.7,69.3,none,no,yes,99.3,8.4,64.9,79.7,11.3,55.5
1.0,95.6,none,no,yes,94.5,8.8,18.1,38.0,35.9,45.5
7.3,94.6,none,no,no,0.0,6.5,11.3,41.1,4.6,26.7
0.1,93.4,graduate,no,no,0.0,6.6,51.9,68.8,61.8,54.0
2.5,67.3,none,yes,yes,60.5,9.3,83.9,55.8,98.8,77.5
5.1,73.5,none,yes,no,0.0,0.5,7.5,49.2,24.1,25.3
2.2,82.2,none,yes,yes,94.3,4.5,7.9,44.4,57.3,46.8
1.2,74.9,high_school,yes,yes,91.7,9.6,40.3,3.6,54.9,48.4
6.4,94.5,graduate,no,yes,93.8,3.3,95.0,36.3,5.4,48.5
7.7,80.0,master,no,no,0.0,3.6,11.4,75.9,22.2,35.6
6.3,90.0,master,yes,no,0.0,1.1,4.6,16.4,14.0,17.1
6.1,59.4,none,yes,yes,90.3,0.5,45.7,78.1,71.7,61.8
6.3,83.6,high_school,no,no,0.0,0.0,45.7,58.9,50.4,43.4
7.4,77.7,none,no,yes,89.2,1.3,92.4,78.1,91.0,79.2
3.9,80.0,master,no,yes,70.9,9.6,41.9,60.9,69.3,64.0
9.7,72.6,graduate,yes,no,0.0,8.4,41.3,70.0,74.8,61.6
5.5,65.7,graduate,yes,yes,99.3,6.5,21.0,71.4,68.7,61.6
9.6,75.2,master,yes,no,0.0,6.7,76.1,56.2,58.3,59.2
8.9,76.7,none,yes,yes,68.0,7.5,52.3,2.5,14.5,37.9
1.6,64.3,master,yes,yes,74.3,4.5,83.9,69.1,29.5,55.4
6.2,83.8,graduate,no,no,0.0,6.9,23.8,78.4,79.9,58.6
0.5,69.1,none,no,yes,84.8,7.8,96.6,5.4,74.4,62.7
8.7,91.5,master,yes,yes,99.3,0.7,77.6,96.4,29.4,63.2
9.6,86.8,high_school,no,yes,83.4,2.6,4.1,27.9,26.4,34.4
3.3,85.5,graduate,yes,no,0.0,4.9,15.4,32.3,5.1,21.9
5.7,67.9,master,yes,yes,76.6,5.4,95.7,52.1,78.6,72.4
0.9,61.1,graduate,no,no,0.0,10.0,33.1,29.4,95.0,54.5
8.2,99.1,high_school,yes,yes,98.4,6.8,66.9,44.6,90.4,75.1
3.2,95.8,high_school,no,no,0.0,5.1,25.7,72.4,2.5,31.9
5.1,74.3,master,yes,yes,85.1,2.1,32.0,8.2,9.6,27.8
6.3,60.7,none,yes,no,0.0,6.5,20.6,82.9,87.9,59.8
9.4,87.3,graduate,yes,yes,67.1,2.5,45.9,33.2,8.8,36.7
0.7,91.1,master,no,yes,75.6,1.2,38.8,63.0,43.3,47.0
0.1,86.0,high_school,yes,yes,71.6,6.9,70.1,7.3,92.8,61.7
6.1,64.1,none,no,yes,65.5,3.9,39.5,66.1,47.4,52.0
8.0,77.3,graduate,no,no,0.0,9.6,67.7,91.4,79.5,73.1
0.1,93.7,graduate,yes,yes,72.2,7.5,4.2,57.3,39.4,43.6
9.0,67.2,none,yes,yes,64.6,6.7,16.1,22.1,83.5,53.7
5.7,52.7,none,yes,no,0.0,9.5,29.1,6.7,9.8,25.1
3.6,83.6,graduate,yes,no,0.0,4.5,28.5,7.0,19.3,23.4
6.2,65.3,graduate,no,no,0.0,2.5,80.8,95.9,16.9,49.3
2.2,87.0,none,no,no,0.0,4.6,84.0,13.4,73.3,51.5
3.6,65.3,high_school,yes,yes,95.7,2.0,64.6,8.2,28.1,39.6
7.3,81.3,high_school,yes,no,0.0,7.7,85.0,63.2,81.3,69.4
2.1,51.8,master,no,no,0.0,1.3,65.4,14.9,39.2,32.8
5.0,54.5,master,yes,yes,90.3,1.4,66.3,84.8,80.7,70.1
1.6,78.3,graduate,no,yes,62.5,3.7,93.9,4.0,76.1,57.1
0.4,60.3,master,no,no,0.0,1.0,47.0,45.5,4.6,24.1
9.7,81.7,master,no,no,0.0,3.7,57.9,57.0,37.7,46.9
6.5,91.8,master,no,no,0.0,4.9,97.3,22.3,40.6,48.8
4.8,80.2,graduate,no,yes,66.0,1.6,16.6,7.7,64.3,38.8
6.0,90.8,graduate,no,no,0.0,4.8,81.1,72.0,48.2,57.4
5.9,82.4,none,yes,yes,85.2,0.4,24.4,12.8,59.2,41.2
5.7,52.8,master,yes,yes,95.1,7.3,51.7,40.5,96.9,69.8
8.2,97.4,graduate,no,yes,93.2,6.0,60.7,47.1,48.2,60.3
7.9,91.0,graduate,no,yes,69.2,3.9,16.8,68.6,92.2,64.1
1.1,60.1,none,yes,yes,95.1,5.3,60.6,17.7,90.2,61.1
7.5,54.7,graduate,yes,no,0.0,3.7,89.7,77.5,64.9,63.1
0.4,76.5,graduate,no,yes,77.0,2.5,79.0,38.1,58.9,55.3
7.7,95.5,high_school,no,yes,88.4,7.9,59.8,54.4,25.8,55.9
5.8,55.9,high_school,no,no,0.0,1.1,65.5,68.8,31.6,43.1
4.3,79.3,master,no,no,0.0,7.5,56.5,61.2,99.2,66.9
4.1,89.2,none,yes,no,0.0,5.8,37.0,55.5,25.4,38.4
7.7,69.9,graduate,yes,yes,64.0,5.1,74.8,44.7,69.9,63.7
7.9,90.0,high_school,yes,yes,78.9,6.0,38.9,63.6,80.4,67.0
0.9,63.2,master,yes,no,0.0,6.1,60.9,72.4,93.1,64.3
5.2,85.6,high_school,yes,no,0.0,1.9,64.0,43.9,20.2,36.4
7.8,75.5,graduate,yes,yes,63.5,2.8,67.4,36.0,65.5,57.2
4.0,83.5,none,yes,yes,82.0,7.3,51.8,73.7,6.9,48.8
5.6,79.1,master,no,no,0.0,5.7,22.6,96.3,45.5,49.9
2.6,70.4,high_school,yes,no,0.0,8.8,50.3,34.0,11.7,34.0
8.1,78.7,none,no,no,0.0,6.8,56.3,77.0,75.7,64.2
9.0,93.1,none,yes,yes,87.1,2.3,25.8,38.3,78.9,56.7
3.2,97.8,high_school,no,no,0.0,0.8,24.8,9.3,67.4,34.3
9.3,73.8,master,yes,yes,80.0,2.0,89.4,26.9,94.7,70.0
7.4,93.6,graduate,yes,yes,91.2,1.2,20.3,25.0,61.9,46.3
0.8,97.8,none,yes,no,0.0,3.7,76.4,54.1,4.2,36.4
3.2,94.9,master,no,no,0.0,2.2,18.3,76.4,51.1,42.8
5.8,52.7,none,no,yes,78.3,1.2,94.0,3.3,34.7,44.4
5.2,65.8,high_school,yes,no,0.0,6.1,67.4,37.9,10.1,36.1
2.6,77.4,graduate,no,no,0.0,4.2,47.1,61.3,36.6,42.0
4.2,87.6,master,no,yes,92.6,7.2,28.0,18.0,13.1,36.1
8.0,77.8,none,yes,yes,67.1,5.0,14.6,95.9,15.0,46.2
10.0,92.5,master,no,no,0.0,1.0,30.0,56.2,56.8,44.9
1.6,60.8,master,no,no,0.0,3.6,83.9,9.6,74.5,48.5
5.6,96.6,master,no,yes,83.1,6.5,2.0,12.1,86.7,51.3
5.4,99.0,master,no,no,0.0,8.9,32.5,51.0,77.5,56.5
3.8,64.3,graduate,yes,no,0.0,8.5,64.1,92.9,42.2,57.7
0.7,58.1,graduate,no,no,0.0,2.7,31.7,29.1,26.7,26.1
4.4,93.1,master,no,yes,86.5,9.4,41.4,18.4,2.3,37.6
7.0,54.0,graduate,no,yes,61.1,4.0,10.3,6.4,87.9,46.0
7.6,54.2,master,yes,yes,69.9,2.8,8.4,93.2,39.0,48.3
6.3,56.6,graduate,yes,no,0.0,4.7,3.5,35.7,91.5,46.0
8.7,96.7,none,yes,no,0.0,6.3,97.0,69.8,17.7,54.2
6.4,78.2,master,no,no,0.0,3.7,48.2,22.7,9.0,27.7
2.6,65.2,high_school,yes,no,0.0,9.5,34.4,46.9,0.8,30.6
4.8,50.5,none,no,yes,76.5,5.6,59.7,79.7,54.8,62.5
3.9,58.2,none,no,no,0.0,2.8,22.1,7.9,62.5,32.4
7.4,90.4,none,yes,no,0.0,6.2,85.3,18.2,29.0,43.8
2.7,81.1,graduate,no,yes,98.9,2.8,1.9,5.0,53.5,35.5
1.3,71.9,high_school,yes,no,0.0,3.1,9.0,1.5,21.7,16.0
8.0,99.9,none,yes,yes,70.7,3.9,33.0,84.4,95.2,72.0
5.4,59.1,master,no,yes,75.4,9.7,82.8,12.2,76.8,64.9
2.5,99.7,graduate,no,yes,78.9,6.8,73.5,9.4,66.6,57.5
3.1,66.2,high_school,yes,yes,94.5,2.2,25.3,63.9,19.9,40.3
1.1,81.6,master,yes,yes,60.4,0.4,16.7,27.6,12.0,23.5
7.8,73.8,graduate,no,no,0.0,9.3,77.1,24.9,50.0,52.3
10.0,81.3,high_school,no,yes,79.5,3.2,64.5,70.1,79.1,70.9
5.6,82.2,master,no,yes,70.0,0.4,73.3,2.1,37.8,40.7
7.1,78.0,none,yes,no,0.0,2.8,56.7,54.4,32.4,42.2
8.3,95.7,graduate,yes,no,0.0,4.5,53.1,44.9,81.9,57.6
7.8,75.3,graduate,yes,no,0.0,7.2,62.0,36.4,62.0,53.1
6.6,76.9,none,yes,no,0.0,3.2,52.4,49.8,55.1,47.3
6.4,55.5,high_school,yes,yes,64.3,1.9,83.5,13.0,87.3,59.8
0.3,82.1,none,no,no,0.0,2.2,52.6,70.1,25.6,38.7
7.2,50.7,graduate,no,yes,74.4,7.4,92.8,83.2,46.8,70.2
8.9,91.1,high_school,no,yes,97.8,9.6,52.9,73.4,83.4,78.7
1.0,86.3,none,yes,yes,82.3,5.6,19.3,65.7,57.0,52.7
7.5,88.3,master,no,yes,82.0,5.0,70.3,42.7,10.4,47.1
6.6,76.7,none,no,no,0.0,4.1,90.2,55.0,99.7,70.2
6.3,91.3,master,yes,no,0.0,3.6,56.3,21.4,76.6,49.8
4.5,98.0,high_school,yes,no,0.0,0.1,98.3,59.6,51.8,54.4
9.8,60.7,master,yes,yes,63.8,4.6,77.2,94.3,82.2,77.9
1.6,63.2,graduate,yes,yes,89.4,7.2,25.6,30.0,57.0,48.3
7.9,58.6,high_school,no,yes,96.9,3.3,3.7,80.8,38.2,48.2
8.8,71.7,high_school,yes,no,0.0,0.5,74.8,84.9,92.9,68.3
5.2,66.0,graduate,no,no,0.0,9.7,50.2,22.1,5.1,31.6
7.5,78.8,high_school,yes,no,0.0,0.8,43.2,78.6,14.8,37.3
5.7,52.5,none,no,yes,90.5,4.8,8.5,50.2,77.4,54.3
2.0,69.8,graduate,yes,yes,64.5,4.1,24.2,26.6,43.0,38.1
3.7,59.5,master,yes,no,0.0,6.2,77.0,16.9,35.0,40.3
4.4,96.2,graduate,yes,yes,64.5,0.5,68.5,15.6,72.8,52.6
9.5,96.3,master,yes,no,0.0,0.2,34.3,80.4,30.5,41.9
2.1,76.9,graduate,no,yes,75.1,9.1,54.9,62.3,99.2,74.7
5.3,62.8,high_school,no,no,0.0,6.5,20.1,69.7,27.1,38.4
0.1,69.4,master,no,no,0.0,2.3,86.4,1.9,86.7,49.5
3.8,98.8,high_school,no,yes,80.0,4.6,48.5,59.7,8.8,43.7
9.3,51.1,graduate,no,no,0.0,6.8,33.4,39.3,15.7,33.3
3.6,65.1,master,yes,yes,97.8,9.5,62.6,87.9,89.0,81.1
2.3,67.1,none,yes,yes,76.7,5.7,8.8,38.2,96.1,56.1
4.3,65.6,master,no,yes,94.5,3.1,54.2,20.7,13.9,37.1
7.1,76.2,graduate,no,yes,72.7,5.6,99.6,97.6,14.5,64.0
9.5,55.9,master,yes,no,0.0,9.6,72.7,76.5,88.0,73.4
3.0,87.3,master,yes,no,0.0,6.1,77.9,10.7,18.5,35.2
6.1,79.8,graduate,yes,no,0.0,7.1,35.9,68.8,47.7,49.4
3.7,92.6,none,no,yes,97.0,9.5,13.8,19.3,3.2,33.3
2.2,83.6,graduate,yes,no,0.0,6.9,6.6,92.7,98.6,61.6
8.7,94.4,none,no,no,0.0,3.9,77.6,60.8,82.4,65.4
9.4,78.6,high_school,yes,yes,80.7,4.0,45.2,82.7,4.2,47.5
7.4,77.9,high_school,yes,no,0.0,4.6,29.1,39.8,30.5,35.1
4.2,80.7,high_school,yes,yes,67.2,5.9,46.4,64.6,9.0,43.7
8.9,77.3,none,no,yes,95.3,0.9,32.3,2.5,45.4,39.3
3.2,82.4,graduate,yes,yes,81.0,3.8,9.1,70.6,63.4,52.6
7.9,75.6,graduate,no,no,0.0,5.7,55.0,4.4,17.1,30.4
6.6,57.5,graduate,yes,no,0.0,2.9,76.9,5.1,30.8,34.7
1.8,94.9,graduate,yes,no,0.0,5.4,62.3,25.3,45.9,42.3
0.1,94.1,graduate,yes,yes,84.0,0.1,58.9,47.6,41.0,46.9
8.8,63.9,graduate,yes,yes,94.2,6.7,18.5,5.5,34.9,39.0
8.4,64.9,high_school,yes,no,0.0,6.1,10.9,99.4,16.1,40.4
6.9,79.7,graduate,no,no,0.0,3.2,74.9,36.0,3.6,33.9
9.0,91.0,none,yes,no,0.0,3.3,29.3,13.5,69.5,41.8
4.1,60.5,graduate,yes,yes,79.3,6.9,10.9,73.0,62.9,55.6
9.3,99.3,master,no,no,0.0,9.3,60.9,31.6,52.5,53.2
6.1,74.8,none,no,no,0.0,9.8,80.8,88.4,23.3,57.4
0.0,51.2,high_school,yes,no,0.0,3.5,80.0,99.9,41.4,54.5
8.1,60.6,graduate,no,no,0.0,7.7,25.4,6.8,30.0,30.2
1.1,66.7,none,yes,no,0.0,9.2,83.2,19.4,83.4,58.6
8.0,82.3,none,yes,no,0.0,4.6,62.7,89.2,53.7,59.2
8.1,96.4,high_school,no,yes,68.3,6.9,56.5,67.8,55.5,64.1
8.0,94.4,master,yes,no,0.0,6.3,97.0,28.0,3.1,41.0
8.4,78.5,none,yes,no,0.0,7.1,59.5,86.5,75.2,67.0
2.7,54.3,graduate,no,no,0.0,1.8,45.2,95.1,21.6,40.4
3.7,51.9,graduate,yes,yes,67.6,9.2,44.4,2.5,48.3,44.3
7.3,76.2,master,yes,yes,68.2,0.4,76.9,9.8,98.2,61.5
3.9,93.2,high_school,yes,yes,73.3,8.9,31.1,4.4,84.8,55.4
1.0,88.3,master,yes,no,0.0,2.0,57.8,31.2,89.2,51.5
2.9,76.6,none,yes,yes,68.3,3.5,27.3,15.7,11.4,27.6
3.2,57.1,master,yes,no,0.0,0.5,17.1,31.1,89.2,41.4
0.3,95.2,high_school,yes,no,0.0,6.2,38.4,8.6,39.2,32.3
3.1,90.9,high_school,no,no,0.0,1.0,56.8,9.3,80.2,44.4
3.1,82.2,none,no,no,0.0,9.1,23.2,22.4,86.1,49.7
3.9,85.0,master,no,no,0.0,4.8,45.3,3.0,47.5,34.9
8.5,64.1,master,yes,yes,73.0,6.5,50.8,40.6,71.4,61.0
7.9,76.6,none,no,no,0.0,3.8,23.9,24.4,15.9,26.0
3.4,90.7,none,no,yes,86.5,0.8,56.7,34.2,69.4,54.7
9.3,78.7,none,yes,no,0.0,1.8,59.2,46.3,55.5,48.1
9.6,53.5,high_school,no,yes,92.7,8.9,32.7,64.5,6.1,46.9
9.0,81.8,high_school,yes,no,0.0,2.0,66.1,45.3,29.2,41.6
6.8,65.8,master,no,yes,84.5,5.1,71.8,91.5,99.0,82.6
8.5,92.6,high_school,no,no,0.0,1.1,90.1,96.8,0.1,47.4
2.8,51.6,none,no,no,0.0,5.5,62.5,71.2,40.6,48.4
6.6,73.7,graduate,no,no,0.0,10.0,84.3,36.0,41.7,53.6
6.7,56.7,high_school,yes,yes,63.4,6.4,14.4,88.5,65.8,59.2
4.2,72.8,none,yes,no,0.0,3.6,45.4,42.4,82.0,51.5
1.9,80.2,none,yes,no,0.0,0.3,71.2,26.9,92.7,52.7
0.4,74.2,master,yes,no,0.0,4.6,58.0,96.2,8.0,41.8
0.8,94.5,high_school,yes,yes,87.4,5.4,47.2,74.2,96.0,72.3
5.8,80.7,master,yes,no,0.0,4.2,46.9,51.3,46.9,44.8
9.6,89.9,master,yes,no,0.0,0.6,3.5,92.3,74.9,51.5
4.7,58.5,high_school,no,yes,65.1,0.8,80.9,62.4,28.7,49.9
7.8,62.6,master,no,yes,96.4,7.4,85.8,1.4,11.2,44.9
6.6,68.5,graduate,no,yes,73.7,0.8,78.3,23.6,18.1,40.7
1.5,96.7,graduate,no,no,0.0,7.3,75.3,41.3,38.3,47.7
1.7,78.9,master,yes,yes,78.6,4.8,64.2,75.5,11.6,48.9
4.8,97.4,graduate,no,no,0.0,0.1,68.4,39.0,26.3,36.7
9.3,72.4,master,yes,no,0.0,6.1,9.7,53.1,35.4,37.5
6.5,63.6,master,no,no,0.0,7.7,80.2,25.5,58.4,52.8
7.5,86.7,graduate,no,yes,86.9,8.3,67.8,99.3,31.3,67.9
0.1,54.9,high_school,no,yes,60.9,0.9,35.2,72.5,25.2,38.9
9.4,82.8,graduate,yes,yes,75.0,7.6,70.8,12.0,85.6,66.2
6.5,90.2,graduate,yes,yes,85.6,9.2,69.6,25.3,46.7,58.5
2.8,71.3,master,no,no,0.0,3.9,16.2,7.4,77.7,36.9
10.0,62.9,master,yes,no,0.0,1.8,44.1,49.2,92.9,56.5
4.9,57.2,none,yes,no,0.0,1.0,61.4,10.6,44.2,34.0
0.7,78.6,master,no,yes,97.3,6.6,1.9,49.8,65.3,50.5
2.7,85.0,none,yes,no,0.0,4.0,51.5,94.0,49.1,53.4
7.3,90.6,high_school,yes,no,0.0,1.2,0.3,95.4,81.8,53.1
5.4,99.6,master,no,yes,74.6,8.5,40.1,63.2,95.9,73.1
3.4,92.1,master,yes,yes,72.0,3.9,17.7,3.9,38.4,33.2
1.1,84.4,none,yes,yes,67.7,7.2,88.5,43.8,18.9,50.9
5.9,74.5,high_school,no,yes,61.5,0.6,50.0,96.5,81.2,67.1
7.9,52.1,high_school,yes,yes,89.6,2.3,80.7,66.7,45.8,61.0
0.7,86.8,none,yes,yes,60.6,6.3,47.1,91.8,4.6,46.2
9.0,91.0,high_school,no,yes,64.6,5.9,61.1,83.5,6.4,52.2
6.2,53.2,graduate,no,no,0.0,3.2,33.7,83.6,73.8,54.6
9.8,78.8,graduate,no,yes,73.4,1.2,83.6,79.3,76.4,72.9
1.4,70.8,master,yes,yes,91.6,6.3,43.9,92.6,4.1,48.2
3.8,57.9,none,yes,no,0.0,4.2,0.6,17.9,8.9,15.4
8.1,88.6,graduate,yes,yes,97.5,6.1,14.3,27.1,45.0,46.1
0.4,59.0,none,yes,yes,82.3,1.9,62.7,78.3,34.8,51.9
9.9,98.8,master,yes,yes,67.7,8.0,46.4,62.6,20.8,52.7
6.9,98.4,none,no,no,0.0,2.9,17.6,67.0,4.3,29.5
4.3,66.7,none,yes,yes,91.4,4.9,10.4,5.2,53.7,38.8
1.2,94.8,none,no,yes,91.2,3.3,41.9,74.7,89.8,68.0
1.0,86.9,graduate,no,yes,95.6,1.4,89.1,7.4,58.5,52.7
9.3,72.7,none,no,no,0.0,2.0,13.6,72.0,63.2,46.4
1.3,84.6,high_school,no,yes,90.4,2.2,13.7,85.2,45.9,49.7
3.0,57.8,graduate,yes,yes,83.7,8.4,8.6,85.7,48.9,54.7
2.8,86.5,graduate,yes,yes,96.6,9.0,32.7,57.9,89.2,69.3
4.2,52.2,none,yes,yes,78.1,2.4,42.6,39.4,81.0,55.6
5.6,50.6,none,yes,yes,60.6,6.7,13.3,29.6,64.8,46.1
1.6,73.0,high_school,no,yes,91.6,3.7,46.4,13.9,70.3,50.5
4.6,81.7,high_school,no,no,0.0,7.5,89.3,33.3,3.3,39.4
7.0,80.6,graduate,yes,no,0.0,8.9,62.0,33.6,93.2,63.5
1.1,68.3,high_school,no,yes,65.5,3.3,36.6,64.8,70.5,55.2
5.4,82.5,graduate,yes,no,0.0,2.8,32.0,89.8,50.4,49.1
0.6,67.3,none,yes,no,0.0,4.5,47.0,53.2,82.5,53.0
3.7,83.7,high_school,yes,yes,71.5,9.6,89.2,45.8,8.0,52.2
1.1,63.8,graduate,no,yes,71.7,9.7,15.0,20.4,95.2,56.2
5.4,56.6,master,no,yes,60.9,8.0,44.4,64.5,29.2,50.2
8.3,76.0,master,no,no,0.0,5.9,57.9,65.6,78.7,62.2
7.0,92.1,none,no,yes,91.6,2.3,30.4,13.2,78.9,52.0
3.7,64.4,high_school,yes,yes,88.5,2.9,35.3,45.6,16.6,38.0
9.7,92.0,graduate,yes,yes,77.6,3.7,23.8,4.1,31.7,36.0
2.1,85.4,master,no,no,0.0,1.2,14.8,44.8,97.5,47.7
0.2,96.6,graduate,no,no,0.0,6.5,92.8,15.6,97.0,62.2
3.0,94.8,graduate,no,yes,65.6,5.5,33.9,11.2,47.9,41.7
3.1,70.1,graduate,no,yes,83.3,2.2,35.7,32.6,60.8,47.5
9.4,63.9,high_school,yes,yes,99.0,3.9,53.8,44.5,67.2,61.5
4.9,80.2,high_school,no,no,0.0,3.7,39.8,71.6,42.8,45.3
2.8,67.6,none,yes,no,0.0,8.0,21.6,88.8,74.2,57.1
2.9,90.3,none,no,yes,72.1,9.9,14.0,58.7,8.6,40.2
5.3,66.8,none,yes,yes,82.2,7.1,0.7,63.9,27.3,42.4
7.6,56.8,graduate,no,no,0.0,8.3,28.9,49.1,82.3,55.2
3.0,78.0,none,yes,no,0.0,1.2,2.7,0.2,26.3,15.1
6.7,64.4,graduate,no,no,0.0,4.9,90.7,64.5,2.8,43.4
9.7,79.9,master,no,no,0.0,9.7,56.6,86.8,62.8,66.1
8.2,68.7,high_school,no,yes,74.3,0.5,16.3,5.9,32.0,29.5
3.6,81.8,master,yes,yes,90.7,1.8,29.0,53.0,93.6,61.2
0.9,87.6,master,no,no,0.0,1.0,82.7,68.5,30.1,45.1
5.8,91.2,high_school,yes,no,0.0,9.2,51.8,37.3,48.5,49.0
1.6,60.9,graduate,yes,yes,76.7,9.2,79.5,55.9,69.0,68.5
1.2,56.6,high_school,no,no,0.0,8.9,34.8,69.1,13.9,37.3
6.0,88.2,master,yes,yes,65.1,6.9,71.0,2.9,81.5,60.0
6.9,65.4,graduate,yes,yes,63.1,7.7,98.1,42.5,76.3,71.7
7.6,52.1,high_school,yes,yes,96.3,0.4,79.3,51.3,5.9,44.3
3.0,50.5,high_school,yes,yes,86.8,0.3,92.0,20.5,90.1,62.5
1.5,87.3,master,no,yes,80.2,0.7,35.2,85.5,78.1,61.4
8.2,88.2,graduate,yes,yes,98.9,1.0,96.4,17.2,75.4,64.7
2.1,75.2,none,no,yes,67.2,3.5,69.8,18.5,67.4,52.9
3.8,60.7,graduate,no,yes,80.8,5.0,11.3,98.5,12.4,43.7
3.6,64.4,high_school,yes,no,0.0,6.9,32.8,11.6,28.4,29.3
8.4,61.3,none,no,no,0.0,9.4,98.5,42.8,85.7,70.6
3.7,50.6,none,yes,yes,65.7,4.0,39.6,52.3,67.7,53.6
5.9,55.1,graduate,yes,no,0.0,1.2,36.4,19.9,20.0,24.2
8.4,86.3,master,no,no,0.0,4.8,75.6,80.1,94.3,72.7
6.0,70.2,none,no,no,0.0,5.0,14.7,45.5,12.2,27.2
6.3,56.7,high_school,yes,yes,75.3,6.8,83.0,49.8,2.7,47.7
1.5,81.1,high_school,yes,no,0.0,2.0,66.1,52.0,49.2,45.2
6.6,74.5,master,no,yes,99.6,8.8,80.9,54.1,1.8,53.3
1.2,72.5,none,no,no,0.0,8.8,46.0,3.3,55.7,39.6
1.6,71.5,master,no,no,0.0,4.8,48.7,10.9,67.5,41.3
8.5,75.3,none,no,no,0.0,7.7,49.5,97.1,61.7,63.5
2.8,53.1,high_school,yes,yes,90.6,6.3,83.7,34.9,74.2,65.4
3.8,71.4,master,no,no,0.0,5.9,35.1,66.1,24.8,39.0
9.1,53.3,master,yes,no,0.0,6.6,33.8,2.0,32.6,30.8
4.2,75.7,none,no,no,0.0,3.8,2.0,47.0,2.2,20.1
3.9,78.6,none,yes,no,0.0,1.7,69.1,20.6,49.7,40.4
3.0,98.5,graduate,no,yes,71.5,0.5,63.5,97.4,7.5,48.5
10.0,70.1,graduate,yes,no,0.0,0.7,71.8,57.8,59.2,52.9
8.0,73.8,graduate,no,no,0.0,4.3,79.6,65.2,30.2,50.0
5.4,60.0,none,no,yes,95.2,6.3,62.5,45.3,76.3,66.0
5.2,59.3,none,yes,no,0.0,9.4,66.1,82.4,93.8,72.8
5.3,80.7,none,yes,yes,89.9,7.7,52.2,36.4,14.8,45.5
8.4,70.5,high_school,yes,yes,70.3,6.0,84.6,26.7,28.7,51.6
4.1,55.7,graduate,yes,no,0.0,4.2,24.6,82.7,46.4,44.4
9.1,60.1,master,yes,yes,85.8,0.4,2.9,79.0,27.8,41.3
7.2,89.1,high_school,yes,no,0.0,9.0,31.4,29.8,6.4,31.2
6.7,94.3,none,yes,yes,80.9,8.3,23.6,57.1,50.0,55.6
9.5,96.6,master,no,no,0.0,3.3,88.5,23.8,12.2,39.0
5.8,69.5,graduate,no,no,0.0,4.4,21.8,10.7,21.4,23.7
2.5,79.5,none,no,no,0.0,6.8,70.0,11.3,54.6,44.7
9.6,94.0,graduate,no,yes,93.7,6.6,47.5,36.8,30.8,51.6
9.4,84.5,graduate,no,no,0.0,9.0,55.3,30.9,95.8,63.9
6.9,76.7,graduate,no,no,0.0,3.0,38.8,91.0,39.3,48.0
9.4,87.8,master,yes,no,0.0,8.8,85.9,16.0,43.9,51.4
7.7,70.3,high_school,no,no,0.0,7.4,86.6,82.3,94.0,76.7
9.3,66.6,none,yes,no,0.0,4.2,82.4,69.8,50.6,57.8
7.3,77.4,master,no,yes,85.2,7.9,69.5,76.2,64.1,72.3
1.4,70.0,master,no,yes,93.9,6.9,57.6,11.1,25.0,41.7
7.9,66.0,none,yes,no,0.0,2.0,26.1,68.7,82.7,53.0
4.1,59.1,none,yes,yes,96.3,9.7,2.1,2.3,55.9,42.0
2.0,85.1,graduate,yes,yes,98.3,1.7,40.1,42.9,26.0,41.2
5.7,50.7,none,no,yes,67.6,8.6,82.7,49.4,22.4,53.9
7.8,64.4,none,no,no,0.0,7.3,13.0,85.6,60.0,52.1
1.9,59.0,graduate,yes,yes,74.8,6.8,29.0,26.2,61.8,47.8
4.6,50.5,graduate,no,no,0.0,7.1,97.4,39.8,21.2,45.7
7.4,62.8,high_school,yes,no,0.0,10.0,5.2,93.1,47.1,50.6
9.4,98.4,high_school,yes,no,0.0,6.7,25.4,62.0,30.3,42.9
